id,tweetid,guid,link,author,title,description,pubdate,source,favorite_count,retweet_count,lang,quoted_text,tweet_type,in_reply_to_screen_name,in_reply_to_user_id,in_reply_to_status_id,retweeted_screen_name,retweeted_user_id,retweeted_status_id,user_id,profile_image_url,user_statuses_count,user_friends_count,user_followers_count,user_created_at,user_bio,user_location,user_verified,Unnamed: 29,sentiment_label
293,1.65E+18,https://twitter.com/Anggita_lung/statuses/1645629918666170368,https://twitter.com/Anggita_lung/statuses/1645629918666170368,Anggita_lung,"RT @_garu_da: Jepang mengaku siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara di Penajam Paser Utara, Kalimantan Timur (Kaltim).…","Jepang mengaku siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara di Penajam Paser Utara, Kalimantan Timur (Kaltim). Hal itu diutarakan saat mereka melihat progres pembangunan IKN di lokasi. #Welcome_to_MyKarina https://t.co/xkr5VtAVBw",04/10/2023 23:28,Twitter for Android,0,20,in,,retweet,,0,0,_garu_da,128641833,1.65E+18,2907040202,https://pbs.twimg.com/profile_images/1424586827269173253/duA05Kai_normal.jpg,57540,3747,4301,11/22/2014 06:00,New twitter @YayakHdy02 #Milanforever #Milanistisejati 👍👍 #NKRIHARGAMATI #PANCASILA  #UUU45 #BHINEKATUNGGALIKA,,,,Positive
294,1.65E+18,https://twitter.com/Ranisor/statuses/1645629221673521152,https://twitter.com/Ranisor/statuses/1645629221673521152,Ranisor,"RT @_garu_da: Jepang mengaku siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara di Penajam Paser Utara, Kalimantan Timur (Kaltim).…","Jepang mengaku siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara di Penajam Paser Utara, Kalimantan Timur (Kaltim). Hal itu diutarakan saat mereka melihat progres pembangunan IKN di lokasi. #Welcome_to_MyKarina https://t.co/xkr5VtAVBw",04/10/2023 23:25,Twitter for Android,0,20,in,,retweet,,0,0,_garu_da,128641833,1.65E+18,1.14E+18,https://pbs.twimg.com/profile_images/1423887272961662977/2nk6BCCD_normal.jpg,61517,6330,6350,06/24/2019 05:14,Anything is good #laskarBerbagiKasih. #NetizenForNegeri #PANCASILA #NKRIHARGAMATI #BHINEKATUNGGALIKA #BATAKDOAU,,,,Positive
295,1.65E+18,https://twitter.com/Indones1aKeren_/statuses/1645627999558201345,https://twitter.com/Indones1aKeren_/statuses/1645627999558201345,Indones1aKeren_,RT @Torrez_20_06: Pemerintah Indonesia melalui Kementerian PUPR terus mempererat kerja sama internasional dalam mendukung pembangunan Ibu K…,"Pemerintah Indonesia melalui Kementerian PUPR terus mempererat kerja sama internasional dalam mendukung pembangunan Ibu Kota Negara (IKN) Nusantara, di Kalimantan Timur. Sejumlah negara sahabat telah menunjukkan ketertarikan, salah satunya Jepang.   #Welcome_to_MyKarina https://t.co/N4sLSBmWlb",04/10/2023 23:21,Twitter for Android,0,22,in,,retweet,,0,0,Torrez_20_06,1.40E+18,1.65E+18,1.54E+18,https://pbs.twimg.com/profile_images/1617496299062059010/mPN5aJEM_normal.jpg,4979,849,1055,06/19/2022 03:24,,,,,Positive
296,1.65E+18,https://twitter.com/Indones1aKeren_/statuses/1645627797845729281,https://twitter.com/Indones1aKeren_/statuses/1645627797845729281,Indones1aKeren_,"RT @Komatkamiit: Untuk mempererat kerjasama Internasional, Pemerintah Jepang  siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara.…","Untuk mempererat kerjasama Internasional, Pemerintah Jepang  siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara.  Hal itu diungkapkan saat melihat progres di lokasi pembangunan IKN . #Welcome_to_MyKarina https://t.co/pJNHhzVYGu",04/10/2023 23:20,Twitter for Android,0,18,in,,retweet,,0,0,Komatkamiit,1.40E+18,1.65E+18,1.54E+18,https://pbs.twimg.com/profile_images/1617496299062059010/mPN5aJEM_normal.jpg,4979,849,1055,06/19/2022 03:24,,,,,Positive
297,1.65E+18,https://twitter.com/Celebes07/statuses/1645627431175491586,https://twitter.com/Celebes07/statuses/1645627431175491586,Celebes07,RT @Torrez_20_06: Pemerintah Indonesia melalui Kementerian PUPR terus mempererat kerja sama internasional dalam mendukung pembangunan Ibu K…,"Pemerintah Indonesia melalui Kementerian PUPR terus mempererat kerja sama internasional dalam mendukung pembangunan Ibu Kota Negara (IKN) Nusantara, di Kalimantan Timur. Sejumlah negara sahabat telah menunjukkan ketertarikan, salah satunya Jepang.   #Welcome_to_MyKarina https://t.co/N4sLSBmWlb",04/10/2023 23:18,Twitter for Android,0,22,in,,retweet,,0,0,Torrez_20_06,1.40E+18,1.65E+18,1.45E+18,https://pbs.twimg.com/profile_images/1621667082541862912/EABv7MMJ_normal.jpg,33687,1727,3421,10/27/2021 08:44,,,,,Positive
298,1.65E+18,https://twitter.com/Celebes07/statuses/1645626681749803010,https://twitter.com/Celebes07/statuses/1645626681749803010,Celebes07,"RT @Komatkamiit: Untuk mempererat kerjasama Internasional, Pemerintah Jepang  siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara.…","Untuk mempererat kerjasama Internasional, Pemerintah Jepang  siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara.  Hal itu diungkapkan saat melihat progres di lokasi pembangunan IKN . #Welcome_to_MyKarina https://t.co/pJNHhzVYGu",04/10/2023 23:15,Twitter for Android,0,18,in,,retweet,,0,0,Komatkamiit,1.40E+18,1.65E+18,1.45E+18,https://pbs.twimg.com/profile_images/1621667082541862912/EABv7MMJ_normal.jpg,33687,1727,3421,10/27/2021 08:44,,,,,Positive
299,1.65E+18,https://twitter.com/Yohanes_ARB/statuses/1645623533341638659,https://twitter.com/Yohanes_ARB/statuses/1645623533341638659,Yohanes_ARB,"RT @Komatkamiit: Untuk mempererat kerjasama Internasional, Pemerintah Jepang  siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara.…","Untuk mempererat kerjasama Internasional, Pemerintah Jepang  siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara.  Hal itu diungkapkan saat melihat progres di lokasi pembangunan IKN . #Welcome_to_MyKarina https://t.co/pJNHhzVYGu",04/10/2023 23:03,Twitter for Android,0,18,in,,retweet,,0,0,Komatkamiit,1.40E+18,1.65E+18,1.45E+18,https://pbs.twimg.com/profile_images/1641990975945072640/UMLw7UNe_normal.jpg,15406,519,472,10/09/2021 20:00,Penata Kata Tanpa Bisa Kerja itulah saya YARB ...Gelar Bapak Identitas. Keturunan YAMAN,,,,Positive
300,1.65E+18,https://twitter.com/Akomeng6/statuses/1645623041874087937,https://twitter.com/Akomeng6/statuses/1645623041874087937,Akomeng6,"RT @Komatkamiit: Untuk mempererat kerjasama Internasional, Pemerintah Jepang  siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara.…","Untuk mempererat kerjasama Internasional, Pemerintah Jepang  siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara.  Hal itu diungkapkan saat melihat progres di lokasi pembangunan IKN . #Welcome_to_MyKarina https://t.co/pJNHhzVYGu",04/10/2023 23:01,Twitter for Android,0,18,in,,retweet,,0,0,Komatkamiit,1.40E+18,1.65E+18,1.38E+18,https://pbs.twimg.com/profile_images/1402078061709828096/nZkqBHuw_normal.jpg,47512,1863,1754,04/13/2021 11:48,Asli Anak Indonesia🇲🇨,,,,Positive
301,1.65E+18,https://twitter.com/Ranisor/statuses/1645623002934165505,https://twitter.com/Ranisor/statuses/1645623002934165505,Ranisor,RT @Torrez_20_06: Pemerintah Indonesia melalui Kementerian PUPR terus mempererat kerja sama internasional dalam mendukung pembangunan Ibu K…,"Pemerintah Indonesia melalui Kementerian PUPR terus mempererat kerja sama internasional dalam mendukung pembangunan Ibu Kota Negara (IKN) Nusantara, di Kalimantan Timur. Sejumlah negara sahabat telah menunjukkan ketertarikan, salah satunya Jepang.   #Welcome_to_MyKarina https://t.co/N4sLSBmWlb",04/10/2023 23:01,Twitter for Android,0,22,in,,retweet,,0,0,Torrez_20_06,1.40E+18,1.65E+18,1.14E+18,https://pbs.twimg.com/profile_images/1423887272961662977/2nk6BCCD_normal.jpg,61517,6330,6350,06/24/2019 05:14,Anything is good #laskarBerbagiKasih. #NetizenForNegeri #PANCASILA #NKRIHARGAMATI #BHINEKATUNGGALIKA #BATAKDOAU,,,,Positive
302,1.65E+18,https://twitter.com/Akomeng6/statuses/1645620818347704323,https://twitter.com/Akomeng6/statuses/1645620818347704323,Akomeng6,RT @Torrez_20_06: Pemerintah Indonesia melalui Kementerian PUPR terus mempererat kerja sama internasional dalam mendukung pembangunan Ibu K…,"Pemerintah Indonesia melalui Kementerian PUPR terus mempererat kerja sama internasional dalam mendukung pembangunan Ibu Kota Negara (IKN) Nusantara, di Kalimantan Timur. Sejumlah negara sahabat telah menunjukkan ketertarikan, salah satunya Jepang.   #Welcome_to_MyKarina https://t.co/N4sLSBmWlb",04/10/2023 22:52,Twitter for Android,0,22,in,,retweet,,0,0,Torrez_20_06,1.40E+18,1.65E+18,1.38E+18,https://pbs.twimg.com/profile_images/1402078061709828096/nZkqBHuw_normal.jpg,47512,1863,1754,04/13/2021 11:48,Asli Anak Indonesia🇲🇨,,,,Positive
303,1.65E+18,https://twitter.com/Yohanes_ARB/statuses/1645620525706936321,https://twitter.com/Yohanes_ARB/statuses/1645620525706936321,Yohanes_ARB,RT @Torrez_20_06: Pemerintah Indonesia melalui Kementerian PUPR terus mempererat kerja sama internasional dalam mendukung pembangunan Ibu K…,"Pemerintah Indonesia melalui Kementerian PUPR terus mempererat kerja sama internasional dalam mendukung pembangunan Ibu Kota Negara (IKN) Nusantara, di Kalimantan Timur. Sejumlah negara sahabat telah menunjukkan ketertarikan, salah satunya Jepang.   #Welcome_to_MyKarina https://t.co/N4sLSBmWlb",04/10/2023 22:51,Twitter for Android,0,22,in,,retweet,,0,0,Torrez_20_06,1.40E+18,1.65E+18,1.45E+18,https://pbs.twimg.com/profile_images/1641990975945072640/UMLw7UNe_normal.jpg,15406,519,472,10/09/2021 20:00,Penata Kata Tanpa Bisa Kerja itulah saya YARB ...Gelar Bapak Identitas. Keturunan YAMAN,,,,Positive
304,1.65E+18,https://twitter.com/koranjakarta_id/statuses/1645618072542232578,https://twitter.com/koranjakarta_id/statuses/1645618072542232578,koranjakarta_id,"Indonesia mengajak tim pakar dari Shenzen, Tiongkok, untuk ikut terlibat dalam mendesain pembangunan klaster pendukung Ibu Kota Negara (IKN) Nusantara di Kalimantan Timur.  https://t.co/QkGGaB3QPF","Indonesia mengajak tim pakar dari Shenzen, Tiongkok, untuk ikut terlibat dalam mendesain pembangunan klaster pendukung Ibu Kota Negara (IKN) Nusantara di Kalimantan Timur.  https://t.co/QkGGaB3QPF",04/10/2023 22:41,Twitter for iPhone,4,0,in,,original,,0,0,,0,0,1.38E+18,https://pbs.twimg.com/profile_images/1410863674303025153/1ggnWot9_normal.jpg,7418,14,1609,04/14/2021 02:07,Kebenaran Itu Tidak Pernah Memihak! l digital@koran-jakarta.com l redaksi@koran-jakarta.com.,The Belleza Permata Hijau,,,Negative
305,1.65E+18,https://twitter.com/RasyaMahardika7/statuses/1645617507494154240,https://twitter.com/RasyaMahardika7/statuses/1645617507494154240,RasyaMahardika7,"RT @Komatkamiit: Untuk mempererat kerjasama Internasional, Pemerintah Jepang  siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara.…","Untuk mempererat kerjasama Internasional, Pemerintah Jepang  siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara.  Hal itu diungkapkan saat melihat progres di lokasi pembangunan IKN . #Welcome_to_MyKarina https://t.co/pJNHhzVYGu",04/10/2023 22:39,Twitter for Android,0,18,in,,retweet,,0,0,Komatkamiit,1.40E+18,1.65E+18,1.37E+18,https://pbs.twimg.com/profile_images/1595538308615979008/YnL6Snlu_normal.jpg,54173,2302,1725,03/10/2021 19:03,Akun pendukung Jokowi.  KADRUN ❌,,,,Positive
306,1.65E+18,https://twitter.com/AlshaibaShihab/statuses/1645617117889458176,https://twitter.com/AlshaibaShihab/statuses/1645617117889458176,AlshaibaShihab,"RT @Komatkamiit: Untuk mempererat kerjasama Internasional, Pemerintah Jepang  siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara.…","Untuk mempererat kerjasama Internasional, Pemerintah Jepang  siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara.  Hal itu diungkapkan saat melihat progres di lokasi pembangunan IKN . #Welcome_to_MyKarina https://t.co/pJNHhzVYGu",04/10/2023 22:37,Twitter for Android,0,18,in,,retweet,,0,0,Komatkamiit,1.40E+18,1.65E+18,1153460550,https://pbs.twimg.com/profile_images/1644466350507823105/1OuYiq9E_normal.jpg,45036,2238,3569,02/06/2013 04:24,JAYALAH INDONESIA 🇮🇩,,,,Positive
307,1.65E+18,https://twitter.com/Komatkamiit/statuses/1645608667746824192,https://twitter.com/Komatkamiit/statuses/1645608667746824192,Komatkamiit,"Untuk mempererat kerjasama Internasional, Pemerintah Jepang  siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara.  Hal itu diungkapkan saat melihat progres di lokasi pembangunan IKN . #Welcome_to_MyKarina https://t.co/pJNHhzVYGu","Untuk mempererat kerjasama Internasional, Pemerintah Jepang  siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara.  Hal itu diungkapkan saat melihat progres di lokasi pembangunan IKN . #Welcome_to_MyKarina https://t.co/pJNHhzVYGu",04/10/2023 22:04,Twitter for Android,18,18,in,,original,,0,0,,0,0,1.40E+18,https://pbs.twimg.com/profile_images/1613556454950330369/G7hpNHgG_normal.jpg,39503,1587,1388,05/31/2021 17:22,Blogger,,,,Positive
308,1.65E+18,https://twitter.com/Akomeng6/statuses/1645601874559774720,https://twitter.com/Akomeng6/statuses/1645601874559774720,Akomeng6,"RT @_garu_da: Jepang mengaku siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara di Penajam Paser Utara, Kalimantan Timur (Kaltim).…","Jepang mengaku siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara di Penajam Paser Utara, Kalimantan Timur (Kaltim). Hal itu diutarakan saat mereka melihat progres pembangunan IKN di lokasi. #Welcome_to_MyKarina https://t.co/xkr5VtAVBw",04/10/2023 21:37,Twitter for Android,0,20,in,,retweet,,0,0,_garu_da,128641833,1.65E+18,1.38E+18,https://pbs.twimg.com/profile_images/1402078061709828096/nZkqBHuw_normal.jpg,47512,1863,1754,04/13/2021 11:48,Asli Anak Indonesia🇲🇨,,,,Positive
309,1.65E+18,https://twitter.com/Yohanes_ARB/statuses/1645601108201705474,https://twitter.com/Yohanes_ARB/statuses/1645601108201705474,Yohanes_ARB,"RT @_garu_da: Jepang mengaku siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara di Penajam Paser Utara, Kalimantan Timur (Kaltim).…","Jepang mengaku siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara di Penajam Paser Utara, Kalimantan Timur (Kaltim). Hal itu diutarakan saat mereka melihat progres pembangunan IKN di lokasi. #Welcome_to_MyKarina https://t.co/xkr5VtAVBw",04/10/2023 21:34,Twitter for Android,0,20,in,,retweet,,0,0,_garu_da,128641833,1.65E+18,1.45E+18,https://pbs.twimg.com/profile_images/1641990975945072640/UMLw7UNe_normal.jpg,15406,519,472,10/09/2021 20:00,Penata Kata Tanpa Bisa Kerja itulah saya YARB ...Gelar Bapak Identitas. Keturunan YAMAN,,,,Positive
310,1.65E+18,https://twitter.com/AlshaibaShihab/statuses/1645599443524411392,https://twitter.com/AlshaibaShihab/statuses/1645599443524411392,AlshaibaShihab,RT @Torrez_20_06: Pemerintah Indonesia melalui Kementerian PUPR terus mempererat kerja sama internasional dalam mendukung pembangunan Ibu K…,"Pemerintah Indonesia melalui Kementerian PUPR terus mempererat kerja sama internasional dalam mendukung pembangunan Ibu Kota Negara (IKN) Nusantara, di Kalimantan Timur. Sejumlah negara sahabat telah menunjukkan ketertarikan, salah satunya Jepang.   #Welcome_to_MyKarina https://t.co/N4sLSBmWlb",04/10/2023 21:27,Twitter for Android,0,22,in,,retweet,,0,0,Torrez_20_06,1.40E+18,1.65E+18,1153460550,https://pbs.twimg.com/profile_images/1644466350507823105/1OuYiq9E_normal.jpg,45036,2238,3569,02/06/2013 04:24,JAYALAH INDONESIA 🇮🇩,,,,Positive
311,1.65E+18,https://twitter.com/RasyaMahardika7/statuses/1645599181841764355,https://twitter.com/RasyaMahardika7/statuses/1645599181841764355,RasyaMahardika7,RT @Torrez_20_06: Pemerintah Indonesia melalui Kementerian PUPR terus mempererat kerja sama internasional dalam mendukung pembangunan Ibu K…,"Pemerintah Indonesia melalui Kementerian PUPR terus mempererat kerja sama internasional dalam mendukung pembangunan Ibu Kota Negara (IKN) Nusantara, di Kalimantan Timur. Sejumlah negara sahabat telah menunjukkan ketertarikan, salah satunya Jepang.   #Welcome_to_MyKarina https://t.co/N4sLSBmWlb",04/10/2023 21:26,Twitter for Android,0,22,in,,retweet,,0,0,Torrez_20_06,1.40E+18,1.65E+18,1.37E+18,https://pbs.twimg.com/profile_images/1595538308615979008/YnL6Snlu_normal.jpg,54173,2302,1725,03/10/2021 19:03,Akun pendukung Jokowi.  KADRUN ❌,,,,Positive
312,1.65E+18,https://twitter.com/Torrez_20_06/statuses/1645598755406905344,https://twitter.com/Torrez_20_06/statuses/1645598755406905344,Torrez_20_06,"Pemerintah Indonesia melalui Kementerian PUPR terus mempererat kerja sama internasional dalam mendukung pembangunan Ibu Kota Negara (IKN) Nusantara, di Kalimantan Timur. Sejumlah negara sahabat telah menunjukkan ketertarikan, salah satunya Jepang.   #Welcome_to_MyKarina https://t.co/N4sLSBmWlb","Pemerintah Indonesia melalui Kementerian PUPR terus mempererat kerja sama internasional dalam mendukung pembangunan Ibu Kota Negara (IKN) Nusantara, di Kalimantan Timur. Sejumlah negara sahabat telah menunjukkan ketertarikan, salah satunya Jepang.   #Welcome_to_MyKarina https://t.co/N4sLSBmWlb",04/10/2023 21:24,Twitter for Android,22,22,in,,original,,0,0,,0,0,1.40E+18,https://pbs.twimg.com/profile_images/1528903627162546176/e-b8OgLO_normal.jpg,22553,2263,2150,06/07/2021 00:08,NKRI🆗KOPI LOVER☕WORK HARDER🔨NO PORN⛔NO DM⛔fast FOLBACK⚡find me👉 #TrueStory,,,,Positive
313,1.65E+18,https://twitter.com/Indones1aKeren_/statuses/1645597642846801922,https://twitter.com/Indones1aKeren_/statuses/1645597642846801922,Indones1aKeren_,"RT @_garu_da: Jepang mengaku siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara di Penajam Paser Utara, Kalimantan Timur (Kaltim).…","Jepang mengaku siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara di Penajam Paser Utara, Kalimantan Timur (Kaltim). Hal itu diutarakan saat mereka melihat progres pembangunan IKN di lokasi. #Welcome_to_MyKarina https://t.co/xkr5VtAVBw",04/10/2023 21:20,Twitter for Android,0,20,in,,retweet,,0,0,_garu_da,128641833,1.65E+18,1.54E+18,https://pbs.twimg.com/profile_images/1617496299062059010/mPN5aJEM_normal.jpg,4979,849,1055,06/19/2022 03:24,,,,,Positive
314,1.65E+18,https://twitter.com/Celebes07/statuses/1645596416038027264,https://twitter.com/Celebes07/statuses/1645596416038027264,Celebes07,"RT @_garu_da: Jepang mengaku siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara di Penajam Paser Utara, Kalimantan Timur (Kaltim).…","Jepang mengaku siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara di Penajam Paser Utara, Kalimantan Timur (Kaltim). Hal itu diutarakan saat mereka melihat progres pembangunan IKN di lokasi. #Welcome_to_MyKarina https://t.co/xkr5VtAVBw",04/10/2023 21:15,Twitter for Android,0,20,in,,retweet,,0,0,_garu_da,128641833,1.65E+18,1.45E+18,https://pbs.twimg.com/profile_images/1621667082541862912/EABv7MMJ_normal.jpg,33687,1727,3421,10/27/2021 08:44,,,,,Positive
315,1.65E+18,https://twitter.com/RasyaMahardika7/statuses/1645591542177075200,https://twitter.com/RasyaMahardika7/statuses/1645591542177075200,RasyaMahardika7,"RT @_garu_da: Jepang mengaku siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara di Penajam Paser Utara, Kalimantan Timur (Kaltim).…","Jepang mengaku siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara di Penajam Paser Utara, Kalimantan Timur (Kaltim). Hal itu diutarakan saat mereka melihat progres pembangunan IKN di lokasi. #Welcome_to_MyKarina https://t.co/xkr5VtAVBw",04/10/2023 20:56,Twitter for Android,0,20,in,,retweet,,0,0,_garu_da,128641833,1.65E+18,1.37E+18,https://pbs.twimg.com/profile_images/1595538308615979008/YnL6Snlu_normal.jpg,54173,2302,1725,03/10/2021 19:03,Akun pendukung Jokowi.  KADRUN ❌,,,,Positive
316,1.65E+18,https://twitter.com/kadekchandra/statuses/1645588852378337282,https://twitter.com/kadekchandra/statuses/1645588852378337282,kadekchandra,"RT @_garu_da: Jepang mengaku siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara di Penajam Paser Utara, Kalimantan Timur (Kaltim).…","Jepang mengaku siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara di Penajam Paser Utara, Kalimantan Timur (Kaltim). Hal itu diutarakan saat mereka melihat progres pembangunan IKN di lokasi. #Welcome_to_MyKarina https://t.co/xkr5VtAVBw",04/10/2023 20:45,Twitter for Android,0,20,in,,retweet,,0,0,_garu_da,128641833,1.65E+18,277382912,https://pbs.twimg.com/profile_images/1439149369840652289/0pRvf0zl_normal.jpg,414,2677,2106,04/05/2011 03:44,Calm Down #NKRI Harga MATI,"Bogor,Indonesia",,,Positive
317,1.65E+18,https://twitter.com/AlshaibaShihab/statuses/1645588112498900992,https://twitter.com/AlshaibaShihab/statuses/1645588112498900992,AlshaibaShihab,"RT @_garu_da: Jepang mengaku siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara di Penajam Paser Utara, Kalimantan Timur (Kaltim).…","Jepang mengaku siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara di Penajam Paser Utara, Kalimantan Timur (Kaltim). Hal itu diutarakan saat mereka melihat progres pembangunan IKN di lokasi. #Welcome_to_MyKarina https://t.co/xkr5VtAVBw",04/10/2023 20:42,Twitter for Android,0,20,in,,retweet,,0,0,_garu_da,128641833,1.65E+18,1153460550,https://pbs.twimg.com/profile_images/1644466350507823105/1OuYiq9E_normal.jpg,45036,2238,3569,02/06/2013 04:24,JAYALAH INDONESIA 🇮🇩,,,,Positive
318,1.65E+18,https://twitter.com/_garu_da/statuses/1645585527591288832,https://twitter.com/_garu_da/statuses/1645585527591288832,_garu_da,"Jepang mengaku siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara di Penajam Paser Utara, Kalimantan Timur (Kaltim). Hal itu diutarakan saat mereka melihat progres pembangunan IKN di lokasi. #Welcome_to_MyKarina https://t.co/xkr5VtAVBw","Jepang mengaku siap mendukung pembangunan Ibu Kota Negara (IKN) Nusantara di Penajam Paser Utara, Kalimantan Timur (Kaltim). Hal itu diutarakan saat mereka melihat progres pembangunan IKN di lokasi. #Welcome_to_MyKarina https://t.co/xkr5VtAVBw",04/10/2023 20:32,Twitter for Android,21,20,in,,original,,0,0,,0,0,128641833,https://pbs.twimg.com/profile_images/1492186578734956545/frih6v5A_normal.jpg,53690,3973,3579,04/01/2010 15:02,hanya orang biasa,"Bandung, Jawa Barat",,,Positive
319,1.65E+18,https://twitter.com/caritaucom/statuses/1645585201739997189,https://twitter.com/caritaucom/statuses/1645585201739997189,caritaucom,Jakarta akan terus berupaya untuk melakukan transformasi menuju kota global seiring pemindahan Ibu Kota Negara ke Nusantara.  CARITAU di sini https://t.co/kQTOpny6hv  #caritau #caritaucom #jakarta #dkijakarta,Jakarta akan terus berupaya untuk melakukan transformasi menuju kota global seiring pemindahan Ibu Kota Negara ke Nusantara.  CARITAU di sini https://t.co/kQTOpny6hv  #caritau #caritaucom #jakarta #dkijakarta,04/10/2023 20:31,Twitter Web App,1,1,in,,original,,0,0,,0,0,1.47E+18,https://pbs.twimg.com/profile_images/1474728153914372101/tr2xLVt2_normal.jpg,4790,14,391,12/16/2021 05:39,Media online berperspektif kekinian bikin rasa pengen tau jadi tau. Info: https://t.co/ctiuYkZGIh,,,,Positive
320,1.65E+18,https://twitter.com/daniel_supit/statuses/1645540997903060994,https://twitter.com/daniel_supit/statuses/1645540997903060994,daniel_supit,RT @hendrarprihadi: Progres pembangunan Ibu Kota Negara (IKN Nusantara) terkini — 80% dirancang bersumber dari investasi swasta https://t.c…,Progres pembangunan Ibu Kota Negara (IKN Nusantara) terkini — 80% dirancang bersumber dari investasi swasta https://t.co/PUMbjdt9VA,04/10/2023 17:35,Twitter for Android,0,11,in,,retweet,,0,0,hendrarprihadi,1008271238,1.65E+18,112637174,https://pbs.twimg.com/profile_images/948566467364110336/zTlunil2_normal.jpg,54878,109,302,02/09/2010 01:02,"Indahnya perdamaian meski ada perbedaan...♥ ☞ Ferrari, Man Utd..","ÜT: 0.0,0.0",,,Positive
321,1.65E+18,https://twitter.com/ekrafkbb/statuses/1645518141475405825,https://twitter.com/ekrafkbb/statuses/1645518141475405825,ekrafkbb,"RT @Kemenparekraf: Ini dia yang lagi ramai diperbincangkan nih, Sob! 👀👆🏻  Jadi, pemerintah ngajak kita semua sebagai rakyat Indonesia untuk…","Ini dia yang lagi ramai diperbincangkan nih, Sob! 👀👆🏻  Jadi, pemerintah ngajak kita semua sebagai rakyat Indonesia untuk berpartisipasi memilih logo kota Nusantara sebagai Ibu Kota Negara Indonesia @ikn_id yang baru ✅ https://t.co/HRS8v8rPQZ",04/10/2023 16:04,Twitter Web App,0,6,in,,retweet,,0,0,Kemenparekraf,3259539990,1.65E+18,1.50E+18,https://pbs.twimg.com/profile_images/1590540281627058178/XWMYOk1T_normal.jpg,222,46,24,03/14/2022 08:23,"Creative Economic Development Sector, Tourism and Culture Office of the West Bandung Regency. 📍Komplek Pemkab Bandung Barat Gedung A Lantai 3",Kabupaten Bandung Barat,,,Neutral
322,1.65E+18,https://twitter.com/BejoMulyo18/statuses/1645480921133641729,https://twitter.com/BejoMulyo18/statuses/1645480921133641729,BejoMulyo18,"@CatsieMeong Semoga PKN Selaras dng Cita2 Bangsa dan Negara dalm mewujudkan Ibukota NUSANTARA.Buang jauh2 masalalu buruk,Bangkit Sebagai Indonesia Maju di bawah naungan Ibu kota Nusantara..","@CatsieMeong Semoga PKN Selaras dng Cita2 Bangsa dan Negara dalm mewujudkan Ibukota NUSANTARA.Buang jauh2 masalalu buruk,Bangkit Sebagai Indonesia Maju di bawah naungan Ibu kota Nusantara..",04/10/2023 13:36,Twitter for Android,0,0,in,,reply,CatsieMeong,1.62E+18,1.65E+18,,0,0,1.45E+18,https://pbs.twimg.com/profile_images/1576612995786244097/3chuc5P0_normal.jpg,4856,1280,813,10/06/2021 13:10,Menjalin cinta sesama Anak Bangsa untuk mewujudkan Hubbul waton minal Iman.,,,,Positive
323,1.65E+18,https://twitter.com/pineappleaqy/statuses/1645460535520165888,https://twitter.com/pineappleaqy/statuses/1645460535520165888,pineappleaqy,"@ivanlanin Pak, IKN itu sebenarnya singkatan dari apa? Ibu kota negara atau Ibu Kota Nusantara? Jadi, penyebutan IKN Nusantara (layaknya DKI Jakarta) itu sudah benar atau malah pemborosan?","@ivanlanin Pak, IKN itu sebenarnya singkatan dari apa? Ibu kota negara atau Ibu Kota Nusantara? Jadi, penyebutan IKN Nusantara (layaknya DKI Jakarta) itu sudah benar atau malah pemborosan?",04/10/2023 12:15,Twitter for Android,0,0,in,,reply,ivanlanin,7300962,1.07E+18,,0,0,1.40E+18,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,252,18,0,05/24/2021 15:09,,,,,Neutral
