count,from,to,timeframe,start,end
324,forjakeu,torrez_20_06,318,2023-04-11 00:58:28,2023-04-14 13:33:13
325,forjakeu,_garu_da,319,2023-04-11 00:59:29,2023-04-14 13:33:13
326,iqbalink13,komatkamiit,320,2023-04-11 01:02:01,2023-04-14 13:33:13
327,iqbalink13,torrez_20_06,321,2023-04-11 01:02:38,2023-04-14 13:33:13
328,putri_chiki,torrez_20_06,322,2023-04-11 01:03:19,2023-04-14 13:33:13
329,iqbalink13,_garu_da,323,2023-04-11 01:03:48,2023-04-14 13:33:13
330,putri_chiki,komatkamiit,324,2023-04-11 01:03:54,2023-04-14 13:33:13
331,_garu_da,komatkamiit,325,2023-04-11 01:27:07,2023-04-14 13:33:13
332,_garu_da,torrez_20_06,326,2023-04-11 01:28:03,2023-04-14 13:33:13
333,vaniaciprut,dr_moeldoko,327,2023-04-11 01:33:56,2023-04-14 13:33:13
334,thoyiblupaplng,_garu_da,328,2023-04-11 01:36:02,2023-04-14 13:33:13
335,akbar84_,vaniaciprut,329,2023-04-11 01:37:05,2023-04-14 13:33:13
336,thoyiblupaplng,torrez_20_06,330,2023-04-11 01:40:29,2023-04-14 13:33:13
337,thoyiblupaplng,komatkamiit,331,2023-04-11 01:41:03,2023-04-14 13:33:13
338,jungmoonjang123,asumsico,332,2023-04-11 02:08:38,2023-04-14 13:33:13
339,komatkamiit,torrez_20_06,333,2023-04-11 02:17:56,2023-04-14 13:33:13
340,komatkamiit,_garu_da,334,2023-04-11 02:20:58,2023-04-14 13:33:13
341,softwarnews,vaniaciprut,335,2023-04-11 02:24:42,2023-04-14 13:33:13
342,dcristnugroho,vaniaciprut,336,2023-04-11 02:26:02,2023-04-14 13:33:13
343,otak_sesendok,torrez_20_06,337,2023-04-11 02:26:13,2023-04-14 13:33:13
344,otak_sesendok,_garu_da,338,2023-04-11 02:28:40,2023-04-14 13:33:13
345,adhitya_anand4,vaniaciprut,339,2023-04-11 02:34:40,2023-04-14 13:33:13
346,alzhaqyherry,hendrarprihadi,340,2023-04-11 02:41:00,2023-04-14 13:33:13
347,vini_vidi_veci,dr_moeldoko,341,2023-04-11 02:43:33,2023-04-14 13:33:13
348,vini_vidi_veci,vaniaciprut,342,2023-04-11 02:49:00,2023-04-14 13:33:13
349,adhitya_anand4,vini_vidi_veci,343,2023-04-11 02:57:43,2023-04-14 13:33:13
350,hum4nnerr0r_,hum4nnerr0r_,344,2023-04-11 02:58:21,2023-04-14 13:33:13
351,kitajokowi_xyz,vini_vidi_veci,345,2023-04-11 03:02:25,2023-04-14 13:33:13
352,abahjojo_,vini_vidi_veci,346,2023-04-11 03:23:51,2023-04-14 13:33:13
353,abahjojo_,vaniaciprut,347,2023-04-11 03:24:24,2023-04-14 13:33:13
354,anibidadari,vini_vidi_veci,348,2023-04-11 03:24:57,2023-04-14 13:33:13
355,kakak_ica,vini_vidi_veci,349,2023-04-11 03:45:47,2023-04-14 13:33:13
356,kakak_ica,vaniaciprut,350,2023-04-11 03:46:48,2023-04-14 13:33:13
357,reiawanmoeldoko,vaniaciprut,351,2023-04-11 04:08:52,2023-04-14 13:33:13
358,sahabat_hijroh,vaniaciprut,352,2023-04-11 04:10:00,2023-04-14 13:33:13
359,ham1875240103,poldakaltim,353,2023-04-11 05:03:05,2023-04-14 13:33:13
360,neng_di2,vaniaciprut,354,2023-04-11 05:28:42,2023-04-14 13:33:13
361,ta_k3n,vini_vidi_veci,355,2023-04-11 06:48:38,2023-04-14 13:33:13
362,nenk__d,dr_moeldoko,356,2023-04-11 07:21:00,2023-04-14 13:33:13
363,nenk__d,vini_vidi_veci,357,2023-04-11 07:42:19,2023-04-14 13:33:13
364,airlangga_hrt,airlangga_hrt,358,2023-04-11 08:00:53,2023-04-14 13:33:13
365,ta_k3n,nenk__d,359,2023-04-11 08:26:23,2023-04-14 13:33:13
366,kkajikkaji,torrez_20_06,360,2023-04-11 08:35:34,2023-04-14 13:33:13
367,pafarotte,pafarotte,361,2023-04-11 08:41:12,2023-04-14 13:33:13
368,farahnathan24,torrez_20_06,362,2023-04-11 08:42:24,2023-04-14 13:33:13
369,plat___ag,pafarotte,363,2023-04-11 09:38:34,2023-04-14 13:33:13
370,plat___ag,nenk__d,364,2023-04-11 09:39:06,2023-04-14 13:33:13
371,bi3ir,dr_moeldoko,365,2023-04-11 10:05:54,2023-04-14 13:33:13
372,akbar84_,bi3ir,366,2023-04-11 10:06:34,2023-04-14 13:33:13
373,dew0w1snu,vaniaciprut,367,2023-04-11 10:19:27,2023-04-14 13:33:13
374,bi3ir,nenk__d,368,2023-04-11 11:05:15,2023-04-14 13:33:13
375,bi3ir,pafarotte,369,2023-04-11 11:06:15,2023-04-14 13:33:13
376,pedjoeang_nkri,bi3ir,370,2023-04-11 11:13:02,2023-04-14 13:33:13
377,pedjoeang_nkri,pafarotte,371,2023-04-11 11:41:43,2023-04-14 13:33:13
378,alya3231,bi3ir,372,2023-04-11 14:02:39,2023-04-14 13:33:13
379,alya3231,nenk__d,373,2023-04-11 14:03:41,2023-04-14 13:33:13
380,alya3231,vini_vidi_veci,374,2023-04-11 14:05:55,2023-04-14 13:33:13
381,alya3231,vaniaciprut,375,2023-04-11 14:06:08,2023-04-14 13:33:13
382,alya3231,pafarotte,376,2023-04-11 14:07:22,2023-04-14 13:33:13
383,raretiopoopo,analaatmaja,377,2023-04-11 15:27:43,2023-04-14 13:33:13
384,dew0w1snu,bi3ir,378,2023-04-11 16:27:32,2023-04-14 13:33:13
385,dew0w1snu,pafarotte,379,2023-04-11 16:29:45,2023-04-14 13:33:13
386,mikadongaku22,bi3ir,380,2023-04-11 18:42:19,2023-04-14 13:33:13
387,iknnusantaraid,iknnusantaraid,381,2023-04-11 21:10:34,2023-04-14 13:33:13
388,alshaibashihab,hansunriko,382,2023-04-11 21:36:36,2023-04-14 13:33:13
389,alshaibashihab,torrez_20_06,383,2023-04-11 21:43:05,2023-04-14 13:33:13
390,salamda35533230,salamda35533230,384,2023-04-11 21:43:35,2023-04-14 13:33:13
391,akomeng6,hansunriko,385,2023-04-11 21:45:34,2023-04-14 13:33:13
392,rasyamahardika7,torrez_20_06,386,2023-04-11 21:46:05,2023-04-14 13:33:13
393,rasyamahardika7,hansunriko,387,2023-04-11 21:48:49,2023-04-14 13:33:13
394,yohanes_arb,hansunriko,388,2023-04-11 21:50:08,2023-04-14 13:33:13
395,anggita_lung,hansunriko,389,2023-04-11 22:00:33,2023-04-14 13:33:13
396,_garu_da,komatkamiit,390,2023-04-11 22:04:27,2023-04-14 13:33:13
397,anggita_lung,komatkamiit,391,2023-04-11 22:04:41,2023-04-14 13:33:13
398,_garu_da,hansunriko,392,2023-04-11 22:06:03,2023-04-14 13:33:13
399,ranisor,komatkamiit,393,2023-04-11 22:08:14,2023-04-14 13:33:13
400,ranisor,hansunriko,394,2023-04-11 22:10:31,2023-04-14 13:33:13
401,yohanes_arb,torrez_20_06,395,2023-04-11 22:11:09,2023-04-14 13:33:13
402,akomeng6,torrez_20_06,396,2023-04-11 22:12:51,2023-04-14 13:33:13
403,akomeng6,komatkamiit,397,2023-04-11 22:13:39,2023-04-14 13:33:13
404,yohanes_arb,komatkamiit,398,2023-04-11 22:15:49,2023-04-14 13:33:13
405,thoyiblupaplng,komatkamiit,399,2023-04-11 22:43:32,2023-04-14 13:33:13
406,thoyiblupaplng,torrez_20_06,400,2023-04-11 22:45:15,2023-04-14 13:33:13
407,thoyiblupaplng,hansunriko,401,2023-04-11 23:00:04,2023-04-14 13:33:13
408,bank_aconk,hansunriko,402,2023-04-11 23:11:53,2023-04-14 13:33:13
409,torrez_20_06,komatkamiit,403,2023-04-11 23:19:52,2023-04-14 13:33:13
410,torrez_20_06,torrez_20_06,404,2023-04-11 23:19:59,2023-04-14 13:33:13
411,torrez_20_06,hansunriko,405,2023-04-11 23:21:07,2023-04-14 13:33:13
412,vaniaciprut,bi3ir,406,2023-04-11 23:31:55,2023-04-14 13:33:13
413,vaniaciprut,pafarotte,407,2023-04-11 23:32:25,2023-04-14 13:33:13
414,rii1naa,torrez_20_06,408,2023-04-11 23:42:16,2023-04-14 13:33:13
415,bank_aconk,torrez_20_06,409,2023-04-11 23:42:37,2023-04-14 13:33:13
416,bank_aconk,komatkamiit,410,2023-04-11 23:43:07,2023-04-14 13:33:13
417,putri_chiki,hansunriko,411,2023-04-11 23:43:46,2023-04-14 13:33:13
418,putri_chiki,torrez_20_06,412,2023-04-11 23:44:37,2023-04-14 13:33:13
419,putri_chiki,komatkamiit,413,2023-04-11 23:44:45,2023-04-14 13:33:13
420,rii1naa,komatkamiit,414,2023-04-11 23:44:51,2023-04-14 13:33:13
421,apolloresor,komatkamiit,415,2023-04-11 23:45:10,2023-04-14 13:33:13
422,apolloresor,torrez_20_06,416,2023-04-11 23:45:19,2023-04-14 13:33:13
423,apolloresor,hansunriko,417,2023-04-11 23:45:50,2023-04-14 13:33:13
424,ayahfarrel02,hansunriko,418,2023-04-11 23:47:48,2023-04-14 13:33:13
425,ayahfarrel02,torrez_20_06,419,2023-04-11 23:48:26,2023-04-14 13:33:13
426,ayahfarrel02,komatkamiit,420,2023-04-11 23:48:33,2023-04-14 13:33:13
427,celebes07,komatkamiit,421,2023-04-11 23:49:05,2023-04-14 13:33:13
428,forjakeu,komatkamiit,422,2023-04-11 23:50:36,2023-04-14 13:33:13
429,forjakeu,torrez_20_06,423,2023-04-11 23:51:05,2023-04-14 13:33:13
430,celebes07,torrez_20_06,424,2023-04-11 23:52:08,2023-04-14 13:33:13
431,forjakeu,hansunriko,425,2023-04-11 23:53:03,2023-04-14 13:33:13
432,celebes07,hansunriko,426,2023-04-11 23:54:14,2023-04-14 13:33:13
433,indones1akeren_,komatkamiit,427,2023-04-11 23:58:16,2023-04-14 13:33:13
434,indones1akeren_,torrez_20_06,428,2023-04-11 23:59:37,2023-04-14 13:33:13
435,indones1akeren_,hansunriko,429,2023-04-12 00:00:27,2023-04-14 13:33:13
436,fgtyiih,iknnusantaraid,430,2023-04-12 01:14:00,2023-04-14 13:33:13
437,roder45070212,katolikg,431,2023-04-12 01:16:16,2023-04-14 13:33:13
438,neinaadella07,neinaadella07,432,2023-04-12 01:17:16,2023-04-14 13:33:13
439,komatkamiit,hansunriko,433,2023-04-12 01:54:51,2023-04-14 13:33:13
440,komatkamiit,torrez_20_06,434,2023-04-12 01:55:48,2023-04-14 13:33:13
441,otak_sesendok,torrez_20_06,435,2023-04-12 02:14:36,2023-04-14 13:33:13
442,otak_sesendok,hansunriko,436,2023-04-12 02:17:06,2023-04-14 13:33:13
443,alfisahdinardi,alfisahdinardi,437,2023-04-12 02:22:09,2023-04-14 13:33:13
444,adhitya_anand4,bi3ir,438,2023-04-12 02:47:23,2023-04-14 13:33:13
445,adhitya_anand4,pafarotte,439,2023-04-12 02:48:08,2023-04-14 13:33:13
446,adhitya_anand4,nenk__d,440,2023-04-12 02:49:16,2023-04-14 13:33:13
447,frmnsyh55775493,frmnsyh55775493,441,2023-04-12 03:00:18,2023-04-14 13:33:13
448,harumiii_kn,harumiii_kn,442,2023-04-12 03:47:44,2023-04-14 13:33:13
449,alves_ag88,komatkamiit,443,2023-04-12 03:55:20,2023-04-14 13:33:13
450,granny_2277,granny_2277,444,2023-04-12 04:07:20,2023-04-14 13:33:13
451,juliuswijarnako,juliuswijarnako,445,2023-04-12 04:28:58,2023-04-14 13:33:13
452,qoirudineki,tempodotco,446,2023-04-12 04:41:59,2023-04-14 13:33:13
453,cak_x01,jokowi,447,2023-04-12 05:06:23,2023-04-14 13:33:13
454,messyhairbyf,messyhairbyf,448,2023-04-12 05:19:27,2023-04-14 13:33:13
455,farahnathan24,torrez_20_06,449,2023-04-12 05:41:17,2023-04-14 13:33:13
456,aepishere,mediaindonesia,450,2023-04-12 05:45:29,2023-04-14 13:33:13
457,kkajikkaji,torrez_20_06,451,2023-04-12 05:48:53,2023-04-14 13:33:13
458,bentangimaji,jokowi,452,2023-04-12 06:11:57,2023-04-14 13:33:13
459,tempodotco,tempodotco,453,2023-04-12 06:12:52,2023-04-14 13:33:13
460,afrchamp,tempodotco,454,2023-04-12 06:28:13,2023-04-14 13:33:13
461,setkabgoid,pramonoanung,455,2023-04-12 06:47:02,2023-04-14 13:33:13
462,setkabgoid,jokowi,455,2023-04-12 06:47:02,2023-04-14 13:33:13
463,menulrisa,setkabgoid,456,2023-04-12 06:50:58,2023-04-14 13:33:13
464,reagansahudin,setkabgoid,457,2023-04-12 06:55:11,2023-04-14 13:33:13
465,yusufnusantara5,bettapatua,458,2023-04-12 07:49:20,2023-04-14 13:33:13
466,_indonesiamaju_,cak_x01,459,2023-04-12 07:58:02,2023-04-14 13:33:13
467,mimi_chimmy,jokowi,460,2023-04-12 09:10:02,2023-04-14 13:33:13
468,reza_63,setwapresri,461,2023-04-12 09:31:17,2023-04-14 13:33:13
469,masterando,kompasdata,462,2023-04-12 09:53:48,2023-04-14 13:33:13
470,akunsudi,kompasdata,463,2023-04-12 10:05:45,2023-04-14 13:33:13
471,retnosetyow4t,jokowi,464,2023-04-12 10:51:02,2023-04-14 13:33:13
472,laingenlisa,retnosetyow4t,465,2023-04-12 10:52:03,2023-04-14 13:33:13
473,arekkampung5,arekkampung5,466,2023-04-12 11:34:28,2023-04-14 13:33:13
474,mahendraxy,mahendraxy,467,2023-04-12 11:42:14,2023-04-14 13:33:13
475,rahwan_asep,retnosetyow4t,468,2023-04-12 11:51:32,2023-04-14 13:33:13
476,penjagajokowi1,jokowi,469,2023-04-12 15:51:54,2023-04-14 13:33:13
477,sudar586028012,penjagajokowi1,470,2023-04-12 15:58:49,2023-04-14 13:33:13
478,henrywidjaja74,mandiri_olt,471,2023-04-12 21:41:09,2023-04-14 13:33:13
479,yohanes_arb,hansunriko,472,2023-04-12 21:58:01,2023-04-14 13:33:13
480,akomeng6,hansunriko,473,2023-04-12 22:00:55,2023-04-14 13:33:13
481,celebes07,hansunriko,474,2023-04-12 22:04:46,2023-04-14 13:33:13
482,indones1akeren_,hansunriko,475,2023-04-12 22:06:12,2023-04-14 13:33:13
483,_garu_da,hansunriko,476,2023-04-12 22:06:36,2023-04-14 13:33:13
484,bank_aconk,hansunriko,477,2023-04-12 22:21:03,2023-04-14 13:33:13
485,murahs3nyum,kemlu_ri,478,2023-04-12 22:23:56,2023-04-14 13:33:13
486,apolloresor,hansunriko,478,2023-04-12 22:23:56,2023-04-14 13:33:13
487,murahs3nyum,menlu_ri,478,2023-04-12 22:23:56,2023-04-14 13:33:13
488,thoyiblupaplng,hansunriko,479,2023-04-12 22:26:43,2023-04-14 13:33:13
489,setkabgoid,setkabgoid,480,2023-04-12 22:29:17,2023-04-14 13:33:13
490,setkabgoid,setkabgoid,480,2023-04-12 22:29:17,2023-04-14 13:33:13
491,setkabgoid,setkabgoid,481,2023-04-12 22:29:18,2023-04-14 13:33:13
492,forjakeu,hansunriko,482,2023-04-12 22:33:34,2023-04-14 13:33:13
493,iqbalink13,hansunriko,483,2023-04-12 22:48:32,2023-04-14 13:33:13
494,anggita_lung,hansunriko,484,2023-04-12 23:07:15,2023-04-14 13:33:13
495,ranisor,hansunriko,485,2023-04-12 23:13:25,2023-04-14 13:33:13
496,mike_0402,murahs3nyum,486,2023-04-12 23:15:20,2023-04-14 13:33:13
497,itstuti100,itstuti100,487,2023-04-13 00:51:43,2023-04-14 13:33:13
498,otak_sesendok,hansunriko,488,2023-04-13 01:24:47,2023-04-14 13:33:13
499,erick140451997,erick140451997,489,2023-04-13 01:43:50,2023-04-14 13:33:13
500,neinaadella07,neinaadella07,490,2023-04-13 02:05:48,2023-04-14 13:33:13
501,tono14045,tono14045,491,2023-04-13 02:06:40,2023-04-14 13:33:13
502,disewoti,opiik_piss,492,2023-04-13 02:19:59,2023-04-14 13:33:13
503,twitnurii,opiik_piss,493,2023-04-13 02:20:15,2023-04-14 13:33:13
504,radiosmartfm,cnnindonesia,494,2023-04-13 02:45:00,2023-04-14 13:33:13
505,frmnsyh55775493,frmnsyh55775493,495,2023-04-13 02:45:12,2023-04-14 13:33:13
506,arakarakan69,arakarakan69,496,2023-04-13 03:02:47,2023-04-14 13:33:13
507,dulbedul911,dulbedul911,497,2023-04-13 03:09:28,2023-04-14 13:33:13
508,ninaang06470572,ninaang06470572,498,2023-04-13 03:12:36,2023-04-14 13:33:13
509,sthefanieau_,sthefanieau_,499,2023-04-13 03:32:07,2023-04-14 13:33:13
510,bullet28514526,abangbelneg,500,2023-04-13 03:35:13,2023-04-14 13:33:13
511,zxnm88473822,zxnm88473822,501,2023-04-13 03:46:08,2023-04-14 13:33:13
512,tolakbigotnkri,jokowi,502,2023-04-13 04:29:42,2023-04-14 13:33:13
513,tolakbigotnkri,4y4nkz,502,2023-04-13 04:29:42,2023-04-14 13:33:13
514,tolakbigotnkri,kelianbanjar_gk,502,2023-04-13 04:29:42,2023-04-14 13:33:13
515,elpanjullo,tolakbigotnkri,503,2023-04-13 04:34:05,2023-04-14 13:33:13
516,david_wijaya03,tolakbigotnkri,504,2023-04-13 04:41:33,2023-04-14 13:33:13
517,richardodhstio,tolakbigotnkri,505,2023-04-13 04:44:51,2023-04-14 13:33:13
518,richardo_tio,tolakbigotnkri,506,2023-04-13 04:48:31,2023-04-14 13:33:13
519,tio_richardo,tolakbigotnkri,507,2023-04-13 04:51:24,2023-04-14 13:33:13
520,hatabomba_,opiik_piss,508,2023-04-13 04:53:56,2023-04-14 13:33:13
521,a_latieff,opiik_piss,509,2023-04-13 05:07:54,2023-04-14 13:33:13
522,muhamma48288841,muhamma48288841,510,2023-04-13 05:19:39,2023-04-14 13:33:13
523,adaapaaja21,adaapaaja21,511,2023-04-13 05:55:13,2023-04-14 13:33:13
524,dianaaurora96,tolakbigotnkri,512,2023-04-13 09:22:23,2023-04-14 13:33:13
525,yusiwansi,murahs3nyum,513,2023-04-13 09:55:41,2023-04-14 13:33:13
526,alshaibashihab,komatkamiit,514,2023-04-13 22:07:16,2023-04-14 13:33:13
527,aileenanjani,komatkamiit,515,2023-04-13 22:10:27,2023-04-14 13:33:13
528,akomeng6,komatkamiit,516,2023-04-13 22:11:59,2023-04-14 13:33:13
529,yohanes_arb,komatkamiit,517,2023-04-13 22:13:24,2023-04-14 13:33:13
530,bank_aconk,komatkamiit,518,2023-04-13 22:25:04,2023-04-14 13:33:13
531,yulia_ns79,komatkamiit,519,2023-04-13 22:25:21,2023-04-14 13:33:13
532,celebes07,komatkamiit,520,2023-04-13 22:26:16,2023-04-14 13:33:13
533,apolloresor,komatkamiit,521,2023-04-13 22:30:18,2023-04-14 13:33:13
534,thoyiblupaplng,komatkamiit,522,2023-04-13 22:37:47,2023-04-14 13:33:13
535,_garu_da,komatkamiit,523,2023-04-13 22:39:13,2023-04-14 13:33:13
536,forjakeu,komatkamiit,524,2023-04-13 22:44:50,2023-04-14 13:33:13
537,detikcom,detik_sulsel,525,2023-04-13 22:53:55,2023-04-14 13:33:13
538,prasetiyoep,detikcom,526,2023-04-13 23:00:12,2023-04-14 13:33:13
539,iqbalink13,komatkamiit,527,2023-04-13 23:09:09,2023-04-14 13:33:13
540,abehanief,detikcom,528,2023-04-13 23:19:56,2023-04-14 13:33:13
541,zxnm88473822,zxnm88473822,529,2023-04-13 23:35:53,2023-04-14 13:33:13
542,torrez_20_06,komatkamiit,530,2023-04-14 00:06:58,2023-04-14 13:33:13
543,putri_chiki,komatkamiit,531,2023-04-14 00:08:59,2023-04-14 13:33:13
544,ikn_id,ikn_id,532,2023-04-14 00:11:39,2023-04-14 13:33:13
545,ockysaputraa,detikcom,533,2023-04-14 01:02:12,2023-04-14 13:33:13
546,ryanbakkaru,detikcom,534,2023-04-14 02:07:04,2023-04-14 13:33:13
547,muhamma48288841,muhamma48288841,535,2023-04-14 03:45:18,2023-04-14 13:33:13
548,harumiii_kn,harumiii_kn,536,2023-04-14 03:45:43,2023-04-14 13:33:13
549,harrispradana_,harrispradana_,537,2023-04-14 03:48:28,2023-04-14 13:33:13
550,granny_2277,granny_2277,538,2023-04-14 04:13:57,2023-04-14 13:33:13
551,eveertth,setkabgoid,539,2023-04-14 04:20:07,2023-04-14 13:33:13
552,adaapaaja21,adaapaaja21,540,2023-04-14 04:32:14,2023-04-14 13:33:13
553,messyhairbyf,messyhairbyf,541,2023-04-14 04:33:35,2023-04-14 13:33:13
554,alfisahdinardi,alfisahdinardi,542,2023-04-14 05:00:49,2023-04-14 13:33:13
555,kantahkotjaksel,rajajuliantoni,543,2023-04-14 05:33:37,2023-04-14 13:33:13
556,mang_ib,mang_ib,544,2023-04-14 07:58:24,2023-04-14 13:33:13
557,kantahkotapku,kementerian,545,2023-04-14 08:46:52,2023-04-14 13:33:13
558,kantahkabinhil,kementerian,546,2023-04-14 09:30:57,2023-04-14 13:33:13
559,kaltimkeceid,dandhy_laksono,547,2023-04-14 10:03:55,2023-04-14 13:33:13
560,kantahkabtator,atr_bpn,548,2023-04-14 11:13:55,2023-04-14 13:33:13
561,kantahkotaswl,atrbpn,549,2023-04-14 12:31:28,2023-04-14 13:33:13
